ID,eventName,startYear,endYear,signWithCountry,type,category
116,signing defense cooperation agreement,2003,2003,Germany,general,DCA
65,signing defense cooperation agreement,1996,1996,Russia,general,DIC
147,signing defense cooperation agreement,1996,1996,Germany,general,DIC
65,signing defense cooperation agreement,1994,1994,Estonia,general,DCA
57,signing defense cooperation agreement,1994,1994,Germany,general,DCA
65,signing defense cooperation agreement,1994,1994,Latvia,general,DCA
96,signing defense cooperation agreement,1994,1994,Germany,general,DCA
65,signing defense cooperation agreement,1994,1994,Lithuania,general,DCA
102,signing defense cooperation agreement,1994,1994,Germany,general,DCA
65,signing defense cooperation agreement,2004,2004,Lithuania,general,DCA
102,signing defense cooperation agreement,2004,2004,Germany,general,DCA
65,signing defense cooperation agreement,2010,2010,Lithuania,general,DCA
102,signing defense cooperation agreement,2010,2010,Germany,general,DCA
65,signing defense cooperation agreement,1993,1993,Ukraine,general,DCA
187,signing defense cooperation agreement,1993,1993,Germany,general,DCA
65,signing defense cooperation agreement,1997,1997,Ukraine,general,DIC
187,signing defense cooperation agreement,1997,1997,Germany,general,DIC
65,signing defense cooperation agreement,2007,2007,Armenia,general,DCA
7,signing defense cooperation agreement,2007,2007,Germany,general,DCA
65,signing defense cooperation agreement,2006,2006,Azerbaijan,general,DCA
10,signing defense cooperation agreement,2006,2006,Germany,general,DCA
65,signing defense cooperation agreement,2003,2003,Finland,general,DIC
60,signing defense cooperation agreement,2003,2003,Germany,general,DIC
65,signing defense cooperation agreement,1994,1994,Sweden,general,DIC
171,signing defense cooperation agreement,1994,1994,Germany,general,DIC
65,signing defense cooperation agreement,2009,2009,Sweden,general,DIC
171,signing defense cooperation agreement,2009,2009,Germany,general,DIC
65,signing defense cooperation agreement,1996,1996,South Africa,general,DCA
164,signing defense cooperation agreement,1996,1996,Germany,general,DCA
65,signing defense cooperation agreement,1999,1999,South Africa,general,DIC
164,signing defense cooperation agreement,1999,1999,Germany,general,DIC
65,signing defense cooperation agreement,2003,2003,Tunisia,general,DCA
182,signing defense cooperation agreement,2003,2003,Germany,general,DCA
65,signing defense cooperation agreement,2009,2009,Turkey,general,DIC
183,signing defense cooperation agreement,2009,2009,Germany,general,DIC
65,signing defense cooperation agreement,2009,2009,Jordan,general,DCA
88,signing defense cooperation agreement,2009,2009,Germany,general,DCA
65,signing defense cooperation agreement,1997,1997,United Arab Emirates,sector,PROCUREMENT
188,signing defense cooperation agreement,1997,1997,Germany,sector,PROCUREMENT
65,signing defense cooperation agreement,2001,2001,Kazakhstan,general,DCA
89,signing defense cooperation agreement,2001,2001,Germany,general,DCA
65,signing defense cooperation agreement,2008,2008,Mongolia,general,DCA
118,signing defense cooperation agreement,2008,2008,Germany,general,DCA
65,signing defense cooperation agreement,2001,2001,India,sector,COMMISSION
79,signing defense cooperation agreement,2001,2001,Germany,sector,COMMISSION
65,signing defense cooperation agreement,2006,2006,India,general,DCA
79,signing defense cooperation agreement,2006,2006,Germany,general,DCA
142,signing defense cooperation agreement,1991,1991,Czechoslovakia,general,DCA
207,signing defense cooperation agreement,1991,1991,Poland,general,DCA
142,signing defense cooperation agreement,1996,1996,Czech Republic,general,DCA
46,signing defense cooperation agreement,1996,1996,Poland,general,DCA
142,signing defense cooperation agreement,1997,1997,Czech Republic,sector,TREX
46,signing defense cooperation agreement,1997,1997,Poland,sector,TREX
142,signing defense cooperation agreement,1997,1997,Czech Republic,sector,RESEARCH
46,signing defense cooperation agreement,1997,1997,Poland,sector,RESEARCH
142,signing defense cooperation agreement,1993,1993,Slovakia,general,DCA
160,signing defense cooperation agreement,1993,1993,Poland,general,DCA
142,signing defense cooperation agreement,2000,2000,Slovakia,sector,TREX
160,signing defense cooperation agreement,2000,2000,Poland,sector,TREX
142,signing defense cooperation agreement,1996,1996,Albania,general,DCA
1,signing defense cooperation agreement,1996,1996,Poland,general,DCA
142,signing defense cooperation agreement,2003,2003,Albania,general,DCA
1,signing defense cooperation agreement,2003,2003,Poland,general,DCA
142,signing defense cooperation agreement,1996,1996,Macedonia,general,DCA
104,signing defense cooperation agreement,1996,1996,Poland,general,DCA
142,signing defense cooperation agreement,2010,2010,Macedonia,general,DCA
104,signing defense cooperation agreement,2010,2010,Poland,general,DCA
142,signing defense cooperation agreement,1998,1998,Slovenia,general,DCA
161,signing defense cooperation agreement,1998,1998,Poland,general,DCA
142,signing defense cooperation agreement,1992,1992,Greece,general,DCA
67,signing defense cooperation agreement,1992,1992,Poland,general,DCA
142,signing defense cooperation agreement,2004,2004,Greece,general,DIC
67,signing defense cooperation agreement,2004,2004,Poland,general,DIC
142,signing defense cooperation agreement,1994,1994,Bulgaria,general,DCA
25,signing defense cooperation agreement,1994,1994,Poland,general,DCA
142,signing defense cooperation agreement,1998,1998,Moldova,general,DCA
116,signing defense cooperation agreement,1998,1998,Poland,general,DCA
142,signing defense cooperation agreement,2003,2003,Russia,general,DIC
147,signing defense cooperation agreement,2003,2003,Poland,general,DIC
142,signing defense cooperation agreement,1995,1995,Estonia,general,DCA
57,signing defense cooperation agreement,1995,1995,Poland,general,DCA
142,signing defense cooperation agreement,1992,1992,Latvia,general,DCA
96,signing defense cooperation agreement,1992,1992,Poland,general,DCA
142,signing defense cooperation agreement,2002,2002,Latvia,general,DCA
96,signing defense cooperation agreement,2002,2002,Poland,general,DCA
142,signing defense cooperation agreement,1993,1993,Lithuania,general,DCA
102,signing defense cooperation agreement,1993,1993,Poland,general,DCA
142,signing defense cooperation agreement,1998,1998,Lithuania,general,DCA
102,signing defense cooperation agreement,1998,1998,Poland,general,DCA
142,signing defense cooperation agreement,2001,2001,Lithuania,general,DCA
102,signing defense cooperation agreement,2001,2001,Poland,general,DCA
142,signing defense cooperation agreement,2010,2010,Lithuania,general,DCA
102,signing defense cooperation agreement,2010,2010,Poland,general,DCA
142,signing defense cooperation agreement,1993,1993,Ukraine,general,DCA
187,signing defense cooperation agreement,1993,1993,Poland,general,DCA
142,signing defense cooperation agreement,1996,1996,Ukraine,sector,TREX
187,signing defense cooperation agreement,1996,1996,Poland,sector,TREX
142,signing defense cooperation agreement,1996,1996,Ukraine,general,DIC
187,signing defense cooperation agreement,1996,1996,Poland,general,DIC
142,signing defense cooperation agreement,1996,1996,Ukraine,sector,RESEARCH
187,signing defense cooperation agreement,1996,1996,Poland,sector,RESEARCH
142,signing defense cooperation agreement,1993,1993,Belarus,general,DCA
15,signing defense cooperation agreement,1993,1993,Poland,general,DCA
142,signing defense cooperation agreement,1994,1994,Belarus,general,DCA
15,signing defense cooperation agreement,1994,1994,Poland,general,DCA
142,signing defense cooperation agreement,2004,2004,Armenia,general,DCA
7,signing defense cooperation agreement,2004,2004,Poland,general,DCA
142,signing defense cooperation agreement,1996,1996,Georgia,general,DCA
64,signing defense cooperation agreement,1996,1996,Poland,general,DCA
142,signing defense cooperation agreement,2005,2005,Azerbaijan,general,DCA
10,signing defense cooperation agreement,2005,2005,Poland,general,DCA
142,signing defense cooperation agreement,1997,1997,Finland,general,DIC
60,signing defense cooperation agreement,1997,1997,Poland,general,DIC
142,signing defense cooperation agreement,2005,2005,Finland,general,DIC
60,signing defense cooperation agreement,2005,2005,Poland,general,DIC
142,signing defense cooperation agreement,1994,1994,Sweden,general,DIC
171,signing defense cooperation agreement,1994,1994,Poland,general,DIC
142,signing defense cooperation agreement,1996,1996,Norway,general,DCA
132,signing defense cooperation agreement,1996,1996,Poland,general,DCA
142,signing defense cooperation agreement,2010,2010,Norway,general,DIC
132,signing defense cooperation agreement,2010,2010,Poland,general,DIC
142,signing defense cooperation agreement,1993,1993,Denmark,general,DCA
47,signing defense cooperation agreement,1993,1993,Poland,general,DCA
142,signing defense cooperation agreement,1999,1999,South Africa,general,DIC
164,signing defense cooperation agreement,1999,1999,Poland,general,DIC
142,signing defense cooperation agreement,1994,1994,Turkey,general,DIC
183,signing defense cooperation agreement,1994,1994,Poland,general,DIC
142,signing defense cooperation agreement,1997,1997,Turkey,general,DCA
183,signing defense cooperation agreement,1997,1997,Poland,general,DCA
142,signing defense cooperation agreement,1998,1998,Turkey,sector,TREX
183,signing defense cooperation agreement,1998,1998,Poland,sector,TREX
142,signing defense cooperation agreement,2004,2004,Iraq,sector,PROCUREMENT
82,signing defense cooperation agreement,2004,2004,Poland,sector,PROCUREMENT
142,signing defense cooperation agreement,1994,1994,Israel,general,DIC
84,signing defense cooperation agreement,1994,1994,Poland,general,DIC
142,signing defense cooperation agreement,2004,2004,Israel,general,DIC
84,signing defense cooperation agreement,2004,2004,Poland,general,DIC
142,signing defense cooperation agreement,2003,2003,Tajikistan,general,DIC
175,signing defense cooperation agreement,2003,2003,Poland,general,DIC
142,signing defense cooperation agreement,2002,2002,Uzbekistan,general,DCA
192,signing defense cooperation agreement,2002,2002,Poland,general,DCA
142,signing defense cooperation agreement,2007,2007,Kazakhstan,general,DIC
89,signing defense cooperation agreement,2007,2007,Poland,general,DIC
142,signing defense cooperation agreement,2009,2009,China,general,DCA
35,signing defense cooperation agreement,2009,2009,Poland,general,DCA
142,signing defense cooperation agreement,2003,2003,India,general,DCA
79,signing defense cooperation agreement,2003,2003,Poland,general,DCA
142,signing defense cooperation agreement,2010,2010,Vietnam,general,DCA
195,signing defense cooperation agreement,2010,2010,Poland,general,DCA
142,signing defense cooperation agreement,2004,2004,Indonesia,general,DIC
80,signing defense cooperation agreement,2004,2004,Poland,general,DIC
142,signing defense cooperation agreement,2006,2006,Indonesia,general,DCA
80,signing defense cooperation agreement,2006,2006,Poland,general,DCA
9,signing defense cooperation agreement,1992,1992,Czechoslovakia,general,DCA
207,signing defense cooperation agreement,1992,1992,Austria,general,DCA
9,signing defense cooperation agreement,1992,1992,Czech Republic,general,DCA
46,signing defense cooperation agreement,1992,1992,Austria,general,DCA
9,signing defense cooperation agreement,1993,1993,Slovakia,general,DCA
160,signing defense cooperation agreement,1993,1993,Austria,general,DCA
9,signing defense cooperation agreement,1993,1993,Albania,general,DCA
1,signing defense cooperation agreement,1993,1993,Austria,general,DCA
9,signing defense cooperation agreement,2006,2006,Yugoslavia,general,DCA
206,signing defense cooperation agreement,2006,2006,Austria,general,DCA
9,signing defense cooperation agreement,1993,1993,Slovenia,general,DCA
161,signing defense cooperation agreement,1993,1993,Austria,general,DCA
9,signing defense cooperation agreement,1993,1993,Bulgaria,general,DCA
25,signing defense cooperation agreement,1993,1993,Austria,general,DCA
9,signing defense cooperation agreement,1995,1995,Romania,general,DCA
